"","Setaria.WT.priors.defaults.Jmax","Setaria.WT.priors.defaults.Vcmax25","Setaria.WT.priors.defaults.leaf_respiration_rate_m2","Setaria.WT.priors.defaults.leafN...area","Setaria.WT.priors.defaults.c2n_leaf","Setaria.WT.priors.defaults.leaf_nitrogen_rubisco","Setaria.WT.priors.defaults.mass_nitrogen_rubisco","Setaria.WT.priors.defaults.SLA","Setaria.WT.priors.defaults.minimum_stomatal_conductance","Setaria.WT.priors.defaults.stomatal_slope.g1","Setaria.WT.priors.defaults.fineroot2leaf","Setaria.WT.priors.defaults.growth_respiration","Setaria.WT.priors.defaults.target_c2n_leaf","Setaria.WT.priors.defaults.target_c2n_fineroot","Setaria.WT.priors.defaults.root_dist_ratio"
"1",101.208021743784,54.2625565688633,0.336273083478812,1.09638034428957,23.5370460209426,0.0962674407103147,6.29012981967404,28.9291907107429,86.7734749222226,1.73858318359576,1.7735157273816,0.273380933579983,23.4291905681016,46.6524271931565,0.971309225785675
"2",110.60308157947,58.1713831205129,0.381653994383704,1.37417098301161,22.7614453032573,0.100085635268033,8.16771193542595,29.9975150477338,90.8139326780711,1.77656940507176,1.55828544794954,0.245783580446738,30.2215802636844,41.1415265342503,0.910103474308066
"3",100.612529753586,60.6461911642635,0.394199598469645,1.29225299363833,24.2591224954756,0.0729572786699994,7.59963906323901,31.0311503847963,93.2061722086931,1.71334844992046,1.80575148656059,0.272686400057099,24.7060582651364,46.4158863063957,0.984735164449064
"4",98.0754262432757,51.9284869861204,0.326028669700009,1.15947358638593,23.6145035042357,0.0966452046010995,7.65600372860941,30.639446984473,114.785400833106,1.78657716666745,2.01556009150866,0.245308120157322,27.2126870838309,45.9866662191903,0.836924459310918
"5",97.0521484921206,56.4082130814612,0.331476520114448,1.55387646876452,27.2550426205228,0.0801456167905998,6.76235752018689,30.6342381791894,97.0494800980148,1.6750992916096,1.90708532196863,0.246378463285511,27.5617075387601,46.3107214817379,0.830401391792357
"6",88.1588405207596,52.023060752058,0.334491099301921,1.29171830936325,25.8940444928734,0.0914632085800193,7.07370075791136,31.986669718247,117.899911277461,1.44704324890746,2.55768876201235,0.25605488865554,21.723289165909,40.4237120754559,0.957991856655524
"7",116.34096501538,56.1298339985355,0.3420091379881,0.994055153318743,21.9774680244549,0.087299702661918,6.89815664655249,27.4541217880342,106.016366967033,1.65899378799155,1.60971403654764,0.280560050267106,28.2526075138097,39.9772004029646,0.888746008458083
"8",118.59981632523,53.3932468057315,0.378608046558327,1.42651680767217,25.2522648795097,0.0883720107924859,6.03783932179831,30.5057549000322,97.9890539287066,1.48577550885931,1.8791971974691,0.311947947785805,25.3343799686562,44.1712165227115,0.78744032356435
"9",101.065909140232,56.9207289704969,0.356080068296805,1.1344319294647,28.6429125869299,0.0826174571476501,7.80851666898268,30.5579995502349,110.677472364806,1.67983024737752,1.54387458079042,0.322427323213792,20.9982524253601,48.362725636652,0.849835465812759
"10",91.9772650702902,57.5629579588322,0.281957884498346,1.247697343029,27.2927661495762,0.0773737731947942,7.34901599424576,35.0025728878195,98.4724664944959,1.64867566864593,2.0692046016295,0.264150008276888,26.2232473881255,42.1934823158329,0.828506937994034
"11",93.3939625167737,52.3372635078077,0.289457700957229,0.995074652212685,22.6045334426411,0.0851897346442554,7.92692751001908,33.0608771542976,108.846194164827,1.45881249059945,1.87430333456867,0.247324801829227,25.5858165130158,44.4885768793407,0.968097072238941
"12",114.996920643508,41.3233240217689,0.351318421719683,1.58632668082468,23.4603705253795,0.0885182408033166,7.34039572094695,31.9376249096929,105.789428947219,1.6889481533064,2.2286633221641,0.269788165844862,28.1683636527306,45.7659472221674,1.08903081840988
"13",88.3151474037369,52.4767702826544,0.350722417060719,1.18991314936563,24.3850577901451,0.0976930159918559,8.31174182437578,32.2039561501721,115.694328842668,1.56717950202335,2.06457407163764,0.245911654483742,23.6983507287578,45.628999526036,0.923841016863882
"14",99.3063002770329,49.9978277439943,0.331984279514787,1.33627999251483,21.7961393790123,0.082707605276091,7.32201767550476,29.3874823134689,106.700594097558,1.83209152521111,1.86132112901492,0.266364656370003,25.2813137880678,42.6695228249174,0.857838052902155
"15",113.442098044385,62.8539779008587,0.343321587217614,1.35814082283401,23.706801305735,0.0845164119725856,6.70377286035071,29.4304582933051,101.213424527485,1.9117744044985,1.95139964074689,0.31501452935554,22.0923866713867,42.7523102214485,0.934301865561052
"16",84.9843252182334,53.6822658285847,0.351934951748738,1.20141777125114,24.8288845640225,0.0977594020146746,6.92345744225016,31.3047818833792,85.2815208389231,2.05590226309698,2.42994975142189,0.308673228093882,27.4647901608935,43.892876636794,0.887890653552699
"17",117.274378886332,48.6643361263255,0.320166437181866,1.29842628632335,24.3523244781855,0.0963370392475922,7.75382818166358,33.5567169710083,109.332095767975,1.8794306437296,1.79001367134254,0.290869118787805,20.3981330797985,47.315463338813,0.88261331548458
"18",95.0676938525496,49.3778959470379,0.326139007449044,1.25160042414947,23.6633522086608,0.0959744485087495,7.70918666200125,28.1391449644354,90.813409951281,1.72347498179482,2.43439694117549,0.317379656505685,25.5042838929214,38.6227671863274,1.04998755821104
"19",110.87523333529,59.233893885955,0.379849432098023,1.52139861117131,16.9131339722583,0.106553402378918,6.2292167354028,32.1431332005514,92.0230508978191,1.7047078530264,1.92897665665399,0.297221377313168,26.6074048122134,33.8837425637983,0.970864660180954
"20",103.289751360886,63.1099163397314,0.327547004643501,1.16577505976849,22.7353178001831,0.0884437539868305,7.59731800473322,29.6818588012705,102.680682481971,1.47223053940013,1.88112326090648,0.289774727667168,24.8364564741109,48.873099428875,1.01601577305353
"21",104.328437511546,53.191434784324,0.319061718184898,1.35324278157841,23.1309490437353,0.0776712972155374,5.65283707010285,29.1727805590482,99.3689933217462,1.60486123647356,2.33098600726006,0.255532686890217,26.0965790837001,48.3001911111275,0.893289372445295
"22",99.9564047403852,46.9814443374629,0.380141660664936,1.1563787454186,26.5267078952134,0.088582654204135,6.71164719251783,31.4512205319084,93.006349815899,1.42762546910037,1.99546374266317,0.294093718754413,25.6386983950761,38.9946171612527,1.03853289898979
"23",117.766828477593,47.5904525219783,0.367936158601558,1.08126753043428,24.6220181081267,0.09250098023213,5.74878176976665,33.5991193581827,120.401436931201,1.61958480546824,2.33240650003619,0.284029142434606,25.3208763275837,41.6203754237493,0.995843962695619
"24",108.434003040964,46.4368338006082,0.375120991609416,1.28437901476878,23.6182133522761,0.0941194112290981,6.48330626007232,29.4705979431302,101.437319329484,1.43265046325525,1.93178794440377,0.262132736435916,25.0853374476622,39.0865387626342,0.962583439802561
"25",103.43926076678,50.2858964676128,0.31621064958983,1.26420435547459,23.8732724736761,0.0965105014254137,7.46477400979414,28.5196303811207,94.3993282847931,1.49664702212546,1.77563463935529,0.293679741715411,25.0836987008047,45.9839611096068,0.883721959863913
"26",99.4522826937707,56.3703842495082,0.394409289967367,1.39992349721135,25.3734297244016,0.0851645039173396,6.74541722841682,29.7387226586648,111.687347691931,1.62800718103558,1.88455166224463,0.349244903283202,26.3728176584861,44.5026375570369,0.974438578109342
