"","Jmax","Vcmax25","leaf_respiration_rate_m2","leafN - area","c2n_leaf","leaf_nitrogen_rubisco","mass_nitrogen_rubisco","SLA","minimum_stomatal_conductance","stomatal_slope.g1","fineroot2leaf","growth_respiration","target_c2n_leaf","target_c2n_fineroot","root_dist_ratio"
"1",115.22722281839,30.2069570147264,0.280628539463721,1.53788005474414,35.7206919887121,0.096281854803006,7.38917273082586,17.2148227290336,90.0249111747925,1.75802391064931,1.30433985834921,0.276080704111301,24.482353768401,48.1759858046004,0.916140016303907
"2",97.7039046984891,24.3046332849259,0.358905769207067,1.20224087737867,32.5312834774493,0.0953731500574942,7.50225367304279,17.9113175368806,103.620454953028,1.41986086644971,1.61875029654079,0.249160736997096,24.7364557664379,44.5330207539283,0.904619418497443
"3",112.520692792231,26.748343599391,0.339372418490812,1.18606095323382,30.3057526090623,0.095832478123609,7.89784762409005,17.6290126768697,91.8726028019262,1.72470592560696,1.45714177477907,0.297962979113462,24.9611780129431,41.5842540184823,1.02113238179803
"4",94.0164139293926,30.5926288414996,0.381676957045248,1.30109121048854,31.6173839803548,0.0707473602272906,6.90930867099986,20.0093661106915,88.1961086776961,1.77462058983052,1.61208344712454,0.275697858930201,27.3571365905894,44.150216547609,0.732204173346406
"5",93.3976513663691,30.8998553545094,0.319569013264001,1.37254949113758,34.0971911100986,0.101141083669631,6.44744350707684,17.0124675489023,110.475096727569,1.93392748475645,1.44298512572593,0.310140251542024,26.8918183885287,47.2390393211685,0.959497418102798
"6",109.723700909106,23.7479666865489,0.286969587034354,1.46004110806388,33.632034267757,0.107344974040427,6.72877927063994,16.837373217145,118.420934837861,1.41859417599852,1.54710886863596,0.264837179452278,26.4217080051477,46.2397895394736,0.796477660508538
"7",90.3919751264537,28.6573315563793,0.369240832380233,1.13199801374961,34.4438642104867,0.0916337695854626,7.99893198112398,19.8722727600376,114.953553629063,1.41168191079235,1.35599942588241,0.273630915833227,27.2661140932318,48.0654906812167,0.971706965828178
"8",97.4147562789266,28.0175899763872,0.38325008083426,1.30957664749708,43.4593356137681,0.0819448775116317,6.66685007120617,19.4746736624817,98.8589505139496,1.73583078363942,1.54535011915589,0.26334151655595,22.3173587312321,33.991904831431,0.835986728513622
"9",115.363758455746,31.5128173291218,0.342955747035561,1.31209156525557,40.3782404973877,0.0992482244030302,5.79956842075457,18.4245441904365,84.2370071959303,1.9253782029683,1.48735165313792,0.277109920825508,24.7874009741593,36.8036611666253,1.0055372277582
"10",111.892388676582,29.4505212078256,0.383763715662558,1.37644107631563,30.735148037387,0.0902437463883685,7.36827042143103,20.1328271942445,104.548889273279,1.7704169849628,1.36395205057334,0.344707461745455,32.2500444502851,40.6924221901082,0.858013203611715
"11",79.6886381057774,32.9865182783743,0.346915735161416,1.51077055083814,36.1084776573506,0.0915357671979079,5.90284903641345,16.9413831570586,97.1002465786879,1.81117205860647,1.76659716662115,0.301362055433581,23.0523472114121,44.6901298397313,0.891614187705377
"12",110.917223316855,26.8265176198798,0.341773129508272,1.29082536297612,42.8977088330434,0.0755610615942183,6.0528702951681,20.4505879493224,100.641974672163,1.62571286227804,1.26440355201887,0.314607048782929,26.5158594741311,40.207394977358,0.949302972750237
"13",109.474079877877,28.9896235862387,0.282909162366976,1.38472870164135,29.0558279151999,0.0966622973735577,5.74647903749206,19.2479660092408,100.730257303705,1.66324085032826,1.66730087509766,0.338276355275561,24.7274666711259,38.4562790052021,0.994805297472471
"14",94.4484949283057,30.1226886428368,0.312970143776469,1.3794688372404,39.2884650169096,0.0867860231832985,8.06945869942864,18.0042866082191,91.1958526902827,1.85032573182294,1.1888458418542,0.346193890714725,21.5057593621094,43.8628006679499,0.932136160788026
"15",95.5585758515341,27.3528931246393,0.391364991590619,1.38975428807882,33.8261763156523,0.0922255126397508,5.95729808914289,21.336411027236,83.0727036784654,1.40870911988779,1.43302916818228,0.289363263249821,28.5965441890144,42.7619226352772,0.826059831023505
"16",112.723901404607,34.0292336474306,0.358139632894416,1.12008901060969,29.2304273812127,0.0668968855463081,7.0491763706156,20.2140702770855,110.147410351999,1.28774060294129,1.83352485991551,0.311551491036801,24.2165016039753,45.6640540951841,0.949169578431101
"17",93.7683213242128,27.8418431683313,0.39278546947817,1.61663202876422,33.5155283768643,0.0932472407194755,8.00312558833594,18.754535825895,73.9359255510299,1.71906270420296,1.63851898521098,0.309527667747237,27.9319724890555,42.0510426567389,0.858407353044404
"18",95.1322109874655,25.5263713766938,0.344948139571636,1.43863295008127,39.4753146657011,0.0952585942588031,7.44665893471365,19.6168517787391,88.1848182502318,1.4581667747194,1.54646489056568,0.315679096520132,23.205373232887,46.5007134423155,1.04130752145849
"19",115.081689242104,26.26283941779,0.336955475346734,1.3009946909595,42.1620519940606,0.0860675190615392,7.35122684462276,18.1174115143351,109.861019313324,1.74833822172162,1.47228452124092,0.300122092171367,24.6650928155577,39.2990359657165,0.701782140871302
"20",109.266227924725,29.8580411519291,0.348037786920451,1.21197837041935,36.0135850175313,0.0915357824296599,7.36593324778439,15.0520391885768,97.4411882897951,1.48262761577535,1.16936401006846,0.287419959854058,26.9176740805048,41.41722988742,0.715787079158731
